timestamp,temperature,humidity
01:05:34:35,8.6,70.9
01:05:34:40,8.7,70.8
01:05:34:45,8.7,70.8
01:05:34:50,8.7,70.8
01:05:34:55,8.7,70.8
01:05:35:00,8.7,70.8
01:05:35:05,8.7,70.8
01:05:35:10,8.7,70.8
01:05:35:15,8.7,70.8
01:05:35:20,8.7,70.8
01:05:35:25,8.7,70.8
01:05:35:30,8.7,70.8
01:05:35:35,8.7,70.8
01:05:35:40,8.7,70.8
01:05:35:45,8.7,70.8
01:05:35:50,8.7,70.8
01:05:35:55,8.7,70.8
01:05:36:00,8.7,70.8
01:05:36:05,8.7,70.8
01:05:36:10,8.7,70.8
01:05:36:15,8.7,70.8
01:05:36:20,8.7,70.8
01:05:36:25,8.7,70.8
01:05:36:30,8.7,70.8
01:05:36:35,8.7,70.8
01:05:36:40,8.7,70.8
01:05:36:45,8.7,70.8
01:05:36:50,8.7,70.8
01:05:36:55,8.7,70.8
01:05:37:00,8.7,70.8
01:05:37:05,8.7,70.8
01:05:37:10,8.7,70.8
01:05:37:15,8.7,70.8
01:05:37:20,8.7,70.8
01:05:37:25,8.7,70.8
01:05:37:30,8.7,70.8
01:05:37:35,8.7,70.8
01:05:37:40,8.7,70.8
01:05:37:45,8.7,70.8
01:05:37:50,8.7,70.8
01:05:37:55,8.7,70.8
01:05:38:00,8.7,70.8
01:05:38:05,8.7,70.8
01:05:38:10,8.7,70.8
01:05:38:15,8.7,70.8
01:05:38:20,8.7,70.8
01:05:38:25,8.7,70.8
01:05:38:30,8.7,70.8
01:05:38:35,8.7,70.8
01:05:38:40,8.7,70.8
01:05:38:45,8.7,70.8
01:05:38:50,8.7,70.8
01:05:38:55,8.7,70.8
01:05:39:00,8.7,70.8
01:05:39:05,8.7,70.8
01:05:39:10,8.7,70.8
01:05:39:15,8.7,70.8
01:05:39:20,8.7,70.8
01:05:39:25,8.7,70.8
01:05:39:30,8.7,70.8
01:05:39:35,8.7,70.8
01:05:39:40,8.7,70.8
01:05:39:45,8.7,70.8
01:05:39:50,8.7,70.8
01:05:39:55,8.7,70.8
01:05:40:00,8.7,70.8
01:05:40:05,8.7,70.8
01:05:40:10,8.7,70.8
01:05:40:15,8.7,70.8
01:05:40:20,8.7,70.8
01:05:40:25,8.7,70.8
01:05:40:30,8.7,70.8
01:05:40:35,8.7,70.8
01:05:40:40,8.7,70.8
01:05:40:45,8.7,70.8
01:05:40:50,8.7,70.8
01:05:40:55,8.7,70.8
01:05:41:00,8.7,70.8
01:05:41:05,8.7,70.8
01:05:41:10,8.7,70.8
01:05:41:15,8.8,70.8
01:05:41:20,8.8,70.8
01:05:41:25,8.8,70.8
01:05:41:30,8.8,70.8
01:05:41:35,8.8,70.8
01:05:41:40,8.8,70.8
01:05:41:45,8.8,70.8
01:05:41:50,8.8,70.8
01:05:41:55,8.8,70.8
01:05:42:00,8.8,70.8
01:05:42:05,8.8,70.8
01:05:42:10,8.8,70.8
01:05:42:15,8.8,70.8
01:05:42:20,8.8,70.8
01:05:42:25,8.8,70.8
01:05:42:30,8.8,70.8
01:05:42:35,8.8,70.8
01:05:42:40,8.8,70.8
01:05:42:45,8.8,70.8
01:05:42:50,8.8,70.8
01:05:42:55,8.8,70.8
01:05:43:00,8.8,70.8
01:05:43:05,8.8,70.8
01:05:43:10,8.8,70.8
01:05:43:15,8.8,70.8
01:05:43:20,8.8,70.8
01:05:43:25,8.8,70.8
01:05:43:30,8.8,70.8
01:05:43:35,8.8,70.8
01:05:43:40,8.8,70.8
01:05:43:45,8.8,70.8
01:05:43:50,8.8,70.8
01:05:43:55,8.8,70.8
01:05:44:00,8.8,70.8
01:05:44:05,8.8,70.8
01:05:44:10,8.8,70.8
01:05:44:15,8.8,70.8
01:05:44:20,8.8,70.8
01:05:44:25,8.8,70.8
01:05:44:30,8.8,70.8
01:05:44:35,8.8,70.8
01:05:44:40,8.8,70.8
01:05:44:45,8.8,70.8
01:05:44:50,8.8,70.8
01:05:44:55,8.8,70.8
01:05:45:00,8.8,70.8
01:05:45:05,8.8,70.8
01:05:45:10,8.8,70.8
01:05:45:15,8.8,70.8
01:05:45:20,8.8,70.8
01:05:45:25,8.8,70.8
01:05:45:30,8.8,70.8
01:05:45:35,8.8,70.8
01:05:45:40,8.8,70.8
01:05:45:45,8.8,70.8
01:05:45:50,8.8,70.8
01:05:45:55,8.8,70.8
01:05:46:00,8.8,70.8
01:05:46:05,8.8,70.8
01:05:46:10,8.8,70.8
01:05:46:15,8.8,70.8
01:05:46:20,8.8,70.8
01:05:46:25,8.8,70.8
01:05:46:30,8.8,70.8
01:05:46:35,8.8,70.8
01:05:46:40,8.8,70.8
01:05:46:45,8.8,70.8
01:05:46:50,8.8,70.8
01:05:46:55,8.8,70.8
01:05:47:00,8.8,70.8
01:05:47:05,8.8,70.8
01:05:47:10,8.9,70.8
01:05:47:15,8.9,70.8
01:05:47:20,8.9,70.8
01:05:47:25,8.9,70.8
01:05:47:30,8.9,70.8
01:05:47:35,8.9,70.8
01:05:47:40,8.9,70.8
01:05:47:45,8.9,70.8
01:05:47:50,8.9,70.8
01:05:47:55,8.9,70.8
01:05:48:00,8.9,70.8
01:05:48:05,8.9,70.8
01:05:48:10,8.9,70.8
01:05:48:15,8.9,70.8
01:05:48:20,8.9,70.8
01:05:48:25,8.9,70.8
01:05:48:30,8.9,70.8
01:05:48:35,8.9,70.8
01:05:48:40,8.9,70.8
01:05:48:45,8.9,70.8
01:05:48:50,8.9,70.8
01:05:48:55,8.9,70.8
01:05:49:00,8.9,70.8
01:05:49:05,8.9,70.8
01:05:49:10,8.9,70.8
01:05:49:15,8.9,70.8
01:05:49:20,8.9,70.8
01:05:49:25,8.9,70.8
01:05:49:30,8.9,70.8
01:05:49:35,8.9,70.8
01:05:49:40,8.9,70.8
01:05:49:45,8.9,70.8
01:05:49:50,8.9,70.8
01:05:49:55,8.9,70.8
01:05:50:00,8.9,70.8
01:05:50:05,8.9,70.8
01:05:50:10,8.9,70.8
01:05:50:15,8.9,70.8
01:05:50:20,8.9,70.8
01:05:50:25,8.9,70.8
01:05:50:30,8.9,70.8
01:05:50:35,8.9,70.8
01:05:50:40,8.9,70.8
01:05:50:45,8.9,70.8
01:05:50:50,8.9,70.8
01:05:50:55,8.9,70.8
01:05:51:00,8.9,70.8
01:05:51:05,8.9,70.8
01:05:51:10,8.9,70.8
01:05:51:15,8.9,70.8
01:05:51:20,8.9,70.8
01:05:51:25,8.9,70.8
01:05:51:30,8.9,70.8
01:05:51:35,8.9,70.8
01:05:51:40,8.9,70.8
01:05:51:45,8.9,70.8
01:05:51:50,8.9,70.8
01:05:51:55,8.9,70.8
01:05:52:00,8.9,70.7
01:05:52:05,8.9,70.7
01:05:52:10,8.9,70.7
01:05:52:15,8.9,70.7
01:05:52:20,8.9,70.7
01:05:52:25,8.9,70.7
01:05:52:30,8.9,70.7
01:05:52:35,8.9,70.7
01:05:52:40,9.0,70.7
01:05:52:45,9.0,70.7
01:05:52:50,9.0,70.7
01:05:52:55,9.0,70.7
01:05:53:00,9.0,70.7
01:05:53:05,9.0,70.7
01:05:53:10,9.0,70.7
01:05:53:15,9.0,70.7
01:05:53:20,9.0,70.7
01:05:53:25,9.0,70.7
01:05:53:30,9.0,70.7
01:05:53:35,9.0,70.7
01:05:53:40,9.0,70.7
01:05:53:45,9.0,70.7
01:05:53:50,9.0,70.7
01:05:53:55,9.0,70.7
01:05:54:00,9.0,70.7
01:05:54:05,9.0,70.7
01:05:54:10,9.0,70.7
01:05:54:15,9.0,70.7
01:05:54:20,9.0,70.7
01:05:54:25,9.0,70.7
01:05:54:30,9.0,70.7
01:05:54:35,9.0,70.7
01:05:54:40,9.0,70.7
01:05:54:45,9.0,70.7
01:05:54:50,9.0,70.7
01:05:54:55,9.0,70.7
01:05:55:00,9.0,70.7
01:05:55:05,9.0,70.7
01:05:55:10,9.0,70.7
01:05:55:15,9.0,70.7
01:05:55:20,9.0,70.7
01:05:55:25,9.0,70.7
01:05:55:30,9.0,70.7
01:05:55:35,9.0,70.7
01:05:55:40,9.0,70.7
01:05:55:45,9.0,70.7
01:05:55:50,9.0,70.7
01:05:55:55,9.0,70.7
01:05:56:00,9.0,70.7
01:05:56:05,9.0,70.7
01:05:56:10,9.0,70.7
01:05:56:15,9.0,70.7
01:05:56:20,9.0,70.7
01:05:56:25,9.0,70.7
01:05:56:30,9.0,70.7
01:05:56:35,9.0,70.7
01:05:56:40,9.0,70.7
01:05:56:45,9.0,70.7
01:05:56:50,9.0,70.7
01:05:56:55,9.0,70.7
01:05:57:00,9.0,70.7
01:05:57:05,9.0,70.7
01:05:57:10,9.0,70.7
01:05:57:15,9.0,70.7
01:05:57:20,9.0,70.7
01:05:57:25,9.0,70.7
01:05:57:30,9.0,70.7
01:05:57:35,9.0,70.7
01:05:57:40,9.0,70.7
01:05:57:45,9.1,70.7
01:05:57:50,9.1,70.7
01:05:57:55,9.1,70.7
01:05:58:00,9.1,70.7
01:05:58:05,9.1,70.7
01:05:58:10,9.1,70.7
01:05:58:15,9.1,70.7
01:05:58:20,9.1,70.7
01:05:58:25,9.1,70.7
01:05:58:30,9.1,70.7
01:05:58:35,9.1,70.7
01:05:58:40,9.1,70.7
01:05:58:45,9.1,70.7
01:05:58:50,9.1,70.7
01:05:58:55,9.1,70.7
01:05:59:00,9.1,70.7
01:05:59:05,9.1,70.7
01:05:59:10,9.1,70.7
01:05:59:15,9.1,70.7
01:05:59:20,9.1,70.7
01:05:59:25,9.1,70.7
01:05:59:30,9.1,70.7
01:05:59:35,9.1,70.7
01:05:59:40,9.1,70.7
01:05:59:45,9.1,70.7
01:05:59:50,9.1,70.7
01:05:59:55,9.1,70.7
01:06:00:00,9.1,70.7
01:06:00:05,9.1,70.7
01:06:00:10,9.1,70.7
01:06:00:15,9.1,70.7
01:06:00:20,9.1,70.7
01:06:00:25,9.1,70.6
01:06:00:30,9.1,70.6
01:06:00:35,9.1,70.6
01:06:00:40,9.1,70.6
01:06:00:45,9.1,70.6
01:06:00:50,9.1,70.6
01:06:00:55,9.1,70.6
01:06:01:00,9.1,70.6
01:06:01:05,9.1,70.6
01:06:01:10,9.1,70.6
01:06:01:15,9.1,70.6
01:06:01:20,9.1,70.6
01:06:01:25,9.1,70.6
01:06:01:30,9.1,70.6
01:06:01:35,9.1,70.6
01:06:01:40,9.1,70.6
01:06:01:45,9.1,70.6
01:06:01:50,9.1,70.6
01:06:01:55,9.1,70.6
01:06:02:00,9.1,70.6
01:06:02:05,9.1,70.6
01:06:02:10,9.1,70.6
01:06:02:15,9.1,70.6
01:06:02:20,9.1,70.6
01:06:02:25,9.1,70.6
01:06:02:30,9.1,70.6
01:06:02:35,9.2,70.6
01:06:02:40,9.2,70.6
01:06:02:45,9.2,70.6
01:06:02:50,9.2,70.6
01:06:02:55,9.2,70.6
01:06:03:00,9.2,70.6
01:06:03:05,9.2,70.6
01:06:03:10,9.2,70.6
01:06:03:15,9.2,70.6
01:06:03:20,9.2,70.6
01:06:03:25,9.2,70.6
01:06:03:30,9.2,70.6
01:06:03:35,9.2,70.6
01:06:03:40,9.2,70.6
01:06:03:45,9.2,70.6
01:06:03:50,9.2,70.6
01:06:03:55,9.2,70.6
01:06:04:00,9.2,70.6
01:06:04:05,9.2,70.6
01:06:04:10,9.2,70.6
01:06:04:15,9.2,70.6
01:06:04:20,9.2,70.6
01:06:04:25,9.2,70.6
01:06:04:30,9.2,70.6
01:06:04:35,9.2,70.6
01:06:04:40,9.2,70.6
01:06:04:45,9.2,70.6
01:06:04:50,9.2,70.6
01:06:04:55,9.2,70.6
01:06:05:00,9.2,70.6
01:06:05:05,9.2,70.6
01:06:05:10,9.2,70.6
01:06:05:15,9.2,70.6
01:06:05:20,9.2,70.6
01:06:05:25,9.2,70.6
01:06:05:30,9.2,70.6
01:06:05:35,9.2,70.6
01:06:05:40,9.2,70.6
01:06:05:45,9.2,70.6
01:06:05:50,9.2,70.6
01:06:05:55,9.2,70.6
01:06:06:00,9.2,70.6
01:06:06:05,9.2,70.6
01:06:06:10,9.2,70.6
01:06:06:15,9.2,70.6
01:06:06:20,9.2,70.6
01:06:06:25,9.2,70.6
01:06:06:30,9.2,70.6
01:06:06:35,9.2,70.6
01:06:06:40,9.2,70.6
01:06:06:45,9.2,70.6
01:06:06:50,9.2,70.6
01:06:06:55,9.2,70.6
01:06:07:00,9.2,70.6
01:06:07:05,9.2,70.5
01:06:07:10,9.3,70.5
01:06:07:15,9.3,70.5
01:06:07:20,9.3,70.5
01:06:07:25,9.3,70.5
01:06:07:30,9.3,70.5
01:06:07:35,9.3,70.5
01:06:07:40,9.3,70.5
01:06:07:45,9.3,70.5
01:06:07:50,9.3,70.5
01:06:07:55,9.3,70.5
01:06:08:00,9.3,70.5
01:06:08:05,9.3,70.5
01:06:08:10,9.3,70.5
01:06:08:15,9.3,70.5
01:06:08:20,9.3,70.5
01:06:08:25,9.3,70.5
01:06:08:30,9.3,70.5
01:06:08:35,9.3,70.5
01:06:08:40,9.3,70.5
01:06:08:45,9.3,70.5
01:06:08:50,9.3,70.5
01:06:08:55,9.3,70.5
01:06:09:00,9.3,70.5
01:06:09:05,9.3,70.5
01:06:09:10,9.3,70.5
01:06:09:15,9.3,70.5
01:06:09:20,9.3,70.5
01:06:09:25,9.3,70.5
01:06:09:30,9.3,70.5
01:06:09:35,9.3,70.5
01:06:09:40,9.3,70.5
01:06:09:45,9.3,70.5
01:06:09:50,9.3,70.5
01:06:09:55,9.3,70.5
01:06:10:00,9.3,70.5
01:06:10:05,9.3,70.5
01:06:10:10,9.3,70.5
01:06:10:15,9.3,70.5
01:06:10:20,9.3,70.5
01:06:10:25,9.3,70.5
01:06:10:30,9.3,70.5
01:06:10:35,9.3,70.5
01:06:10:40,9.3,70.5
01:06:10:45,9.3,70.5
01:06:10:50,9.3,70.5
01:06:10:55,9.3,70.5
01:06:11:00,9.3,70.5
01:06:11:05,9.3,70.5
01:06:11:10,9.3,70.5
01:06:11:15,9.3,70.5
01:06:11:20,9.3,70.5
01:06:11:25,9.3,70.5
01:06:11:30,9.3,70.5
01:06:11:35,9.4,70.5
01:06:11:40,9.4,70.5
01:06:11:45,9.4,70.5
01:06:11:50,9.4,70.5
01:06:11:55,9.4,70.5
01:06:12:00,9.4,70.5
01:06:12:05,9.4,70.5
01:06:12:10,9.4,70.5
01:06:12:15,9.4,70.5
01:06:12:20,9.4,70.5
01:06:12:25,9.4,70.5
01:06:12:30,9.4,70.5
01:06:12:35,9.4,70.5
01:06:12:40,9.4,70.5
01:06:12:45,9.4,70.5
01:06:12:50,9.4,70.4
01:06:12:55,9.4,70.4
01:06:13:00,9.4,70.4
01:06:13:05,9.4,70.4
01:06:13:10,9.4,70.4
01:06:13:15,9.4,70.4
01:06:13:20,9.4,70.4
01:06:13:25,9.4,70.4
01:06:13:30,9.4,70.4
01:06:13:35,9.4,70.4
01:06:13:40,9.4,70.4
01:06:13:45,9.4,70.4
01:06:13:50,9.4,70.4
01:06:13:55,9.4,70.4
01:06:14:00,9.4,70.4
01:06:14:05,9.4,70.4
01:06:14:10,9.4,70.4
01:06:14:15,9.4,70.4
01:06:14:20,9.4,70.4
01:06:14:25,9.4,70.4
01:06:14:30,9.4,70.4
01:06:14:35,9.4,70.4
01:06:14:40,9.4,70.4
01:06:14:45,9.4,70.4
01:06:14:50,9.4,70.4
01:06:14:55,9.4,70.4
01:06:15:00,9.4,70.4
01:06:15:05,9.4,70.4
01:06:15:10,9.4,70.4
01:06:15:15,9.4,70.4
01:06:15:20,9.4,70.4
01:06:15:25,9.4,70.4
01:06:15:30,9.4,70.4
01:06:15:35,9.4,70.4
01:06:15:40,9.4,70.4
01:06:15:45,9.4,70.4
01:06:15:50,9.5,70.4
01:06:15:55,9.5,70.4
01:06:16:00,9.5,70.4
01:06:16:05,9.5,70.4
01:06:16:10,9.5,70.4
01:06:16:15,9.5,70.4
01:06:16:20,9.5,70.4
01:06:16:25,9.5,70.4
01:06:16:30,9.5,70.4
01:06:16:35,9.5,70.4
01:06:16:40,9.5,70.4
01:06:16:45,9.5,70.4
01:06:16:50,9.5,70.4
01:06:16:55,9.5,70.4
01:06:17:00,9.5,70.4
01:06:17:05,9.5,70.4
01:06:17:10,9.5,70.4
01:06:17:15,9.5,70.4
01:06:17:20,9.5,70.4
01:06:17:25,9.5,70.4
01:06:17:30,9.5,70.4
01:06:17:35,9.5,70.4
01:06:17:40,9.5,70.4
01:06:17:45,9.5,70.4
01:06:17:50,9.5,70.4
01:06:17:55,9.5,70.4
01:06:18:00,9.5,70.3
01:06:18:05,9.5,70.3
01:06:18:10,9.5,70.3
01:06:18:15,9.5,70.3
01:06:18:20,9.5,70.3
01:06:18:25,9.5,70.3
01:06:18:30,9.5,70.3
01:06:18:35,9.5,70.3
01:06:18:40,9.5,70.3
01:06:18:45,9.5,70.3
01:06:18:50,9.5,70.3
01:06:18:55,9.5,70.3
01:06:19:00,9.5,70.3
01:06:19:05,9.5,70.3
01:06:19:10,9.5,70.3
01:06:19:15,9.5,70.3
01:06:19:20,9.5,70.3
01:06:19:25,9.5,70.3
01:06:19:30,9.5,70.3
01:06:19:35,9.5,70.3
01:06:19:40,9.5,70.3
01:06:19:45,9.5,70.3
01:06:19:50,9.5,70.3
01:06:19:55,9.5,70.3
01:06:20:00,9.6,70.3
01:06:20:05,9.6,70.3
01:06:20:10,9.6,70.3
01:06:20:15,9.6,70.3
01:06:20:20,9.6,70.3
01:06:20:25,9.6,70.3
01:06:20:30,9.6,70.3
01:06:20:35,9.6,70.3
01:06:20:40,9.6,70.3
01:06:20:45,9.6,70.3
01:06:20:50,9.6,70.3
01:06:20:55,9.6,70.3
01:06:21:00,9.6,70.3
01:06:21:05,9.6,70.3
01:06:21:10,9.6,70.3
01:06:21:15,9.6,70.3
01:06:21:20,9.6,70.3
01:06:21:25,9.6,70.3
01:06:21:30,9.6,70.3
01:06:21:35,9.6,70.3
01:06:21:40,9.6,70.3
01:06:21:45,9.6,70.3
01:06:21:50,9.6,70.3
01:06:21:55,9.6,70.3
01:06:22:00,9.6,70.3
01:06:22:05,9.6,70.3
01:06:22:10,9.6,70.3
01:06:22:15,9.6,70.3
01:06:22:20,9.6,70.3
01:06:22:25,9.6,70.3
01:06:22:30,9.6,70.3
01:06:22:35,9.6,70.3
01:06:22:40,9.6,70.3
01:06:22:45,9.6,70.2
01:06:22:50,9.6,70.2
01:06:22:55,9.6,70.2
01:06:23:00,9.6,70.2
01:06:23:05,9.6,70.2
01:06:23:10,9.6,70.2
01:06:23:15,9.6,70.2
01:06:23:20,9.6,70.2
01:06:23:25,9.6,70.2
01:06:23:30,9.6,70.2
01:06:23:35,9.6,70.2
01:06:23:40,9.6,70.2
01:06:23:45,9.6,70.2
01:06:23:50,9.6,70.2
01:06:23:55,9.6,70.2
01:06:24:00,9.7,70.2
01:06:24:05,9.7,70.2
01:06:24:10,9.7,70.2
01:06:24:15,9.7,70.2
01:06:24:20,9.7,70.2
01:06:24:25,9.7,70.2
01:06:24:30,9.7,70.2
01:06:24:35,9.7,70.2
01:06:24:40,9.7,70.2
01:06:24:45,9.7,70.2
01:06:24:50,9.7,70.2
01:06:24:55,9.7,70.2
01:06:25:00,9.7,70.2
01:06:25:05,9.7,70.2
01:06:25:10,9.7,70.2
01:06:25:15,9.7,70.2
01:06:25:20,9.7,70.2
01:06:25:25,9.7,70.2
01:06:25:30,9.7,70.2
01:06:25:35,9.7,70.2
01:06:25:40,9.7,70.2
01:06:25:45,9.7,70.2
01:06:25:50,9.7,70.2
01:06:25:55,9.7,70.2
01:06:26:00,9.7,70.2
01:06:26:05,9.7,70.2
01:06:26:10,9.7,70.2
01:06:26:15,9.7,70.2
01:06:26:20,9.7,70.2
01:06:26:25,9.7,70.2
01:06:26:30,9.7,70.2
01:06:26:35,9.7,70.2
01:06:26:40,9.7,70.2
01:06:26:45,9.7,70.2
01:06:26:50,9.7,70.2
01:06:26:55,9.7,70.2
01:06:27:00,9.7,70.2
01:06:27:05,9.7,70.2
01:06:27:10,9.7,70.2
01:06:27:15,9.7,70.1
01:06:27:20,9.7,70.1
01:06:27:25,9.7,70.1
01:06:27:30,9.7,70.1
01:06:27:35,9.7,70.1
01:06:27:40,9.7,70.1
01:06:27:45,9.7,70.1
01:06:27:50,9.7,70.1
01:06:27:55,9.8,70.1
01:06:28:00,9.8,70.1
01:06:28:05,9.8,70.1
01:06:28:10,9.8,70.1
01:06:28:15,9.8,70.1
01:06:28:20,9.8,70.1
01:06:28:25,9.8,70.1
01:06:28:30,9.8,70.1
01:06:28:35,9.8,70.1
01:06:28:40,9.8,70.1
01:06:28:45,9.8,70.1
01:06:28:50,9.8,70.1
01:06:28:55,9.8,70.1
01:06:29:00,9.8,70.1
01:06:29:05,9.8,70.1
01:06:29:10,9.8,70.1
01:06:29:15,9.8,70.1
01:06:29:20,9.8,70.1
01:06:29:25,9.8,70.1
01:06:29:30,9.8,70.1
01:06:29:35,9.8,70.1
01:06:29:40,9.8,70.1
01:06:29:45,9.8,70.1
01:06:29:50,9.8,70.1
01:06:29:55,9.8,70.1
01:06:30:00,9.8,70.1
01:06:30:05,9.8,70.1
01:06:30:10,9.8,70.1
01:06:30:15,9.8,70.1
01:06:30:20,9.8,70.1
01:06:30:25,9.8,70.1
01:06:30:30,9.8,70.1
01:06:30:35,9.8,70.1
01:06:30:40,9.8,70.1
01:06:30:45,9.8,70.1
01:06:30:50,9.8,70.1
01:06:30:55,9.8,70.1
01:06:31:00,9.8,70.1
01:06:31:05,9.8,70.1
01:06:31:10,9.8,70.1
01:06:31:15,9.8,70.1
01:06:31:20,9.8,70.1
01:06:31:25,9.8,70.1
01:06:31:30,9.8,70.1
01:06:31:35,9.8,70.0
01:06:31:40,9.8,70.0
01:06:31:45,9.9,70.0
01:06:31:50,9.9,70.0
01:06:31:55,9.9,70.0
01:06:32:00,9.9,70.0
01:06:32:05,9.9,70.0
01:06:32:10,9.9,70.0
01:06:32:15,9.9,70.0
01:06:32:20,9.9,70.0
01:06:32:25,9.9,70.0
01:06:32:30,9.9,70.0
01:06:32:35,9.9,70.0
01:06:32:40,9.9,70.0
01:06:32:45,9.9,70.0
01:06:32:50,9.9,70.0
01:06:32:55,9.9,70.0
01:06:33:00,9.9,70.0
01:06:33:05,9.9,70.0
01:06:33:10,9.9,70.0
01:06:33:15,9.9,70.0
01:06:33:20,9.9,70.0
01:06:33:25,9.9,70.0
01:06:33:30,9.9,70.0
01:06:33:35,9.9,70.0
01:06:33:40,9.9,70.0
01:06:33:45,9.9,70.0
01:06:33:50,9.9,70.0
01:06:33:55,9.9,70.0
01:06:34:00,9.9,70.0
01:06:34:05,9.9,70.0
01:06:34:10,9.9,70.0
01:06:34:15,9.9,70.0
01:06:34:20,9.9,70.0
01:06:34:25,9.9,70.0
01:06:34:30,9.9,70.0
01:06:34:35,9.9,70.0
01:06:34:40,9.9,70.0
01:06:34:45,9.9,70.0
01:06:34:50,9.9,70.0
01:06:34:55,9.9,70.0
01:06:35:00,9.9,70.0
01:06:35:05,9.9,70.0
01:06:35:10,9.9,70.0
01:06:35:15,9.9,70.0
01:06:35:20,9.9,70.0
01:06:35:25,9.9,70.0
01:06:35:30,9.9,70.0
01:06:35:35,10.0,70.0
01:06:35:40,10.0,69.9
01:06:35:45,10.0,69.9
01:06:35:50,10.0,69.9
01:06:35:55,10.0,69.9
01:06:36:00,10.0,69.9
01:06:36:05,10.0,69.9
01:06:36:10,10.0,69.9
01:06:36:15,10.0,69.9
01:06:36:20,10.0,69.9
01:06:36:25,10.0,69.9
01:06:36:30,10.0,69.9
01:06:36:35,10.0,69.9
01:06:36:40,10.0,69.9
01:06:36:45,10.0,69.9
01:06:36:50,10.0,69.9
01:06:36:55,10.0,69.9
01:06:37:00,10.0,69.9
01:06:37:05,10.0,69.9
01:06:37:10,10.0,69.9
01:06:37:15,10.0,69.9
01:06:37:20,10.0,69.9
01:06:37:25,10.0,69.9
01:06:37:30,10.0,69.9
01:06:37:35,10.0,69.9
01:06:37:40,10.0,69.9
01:06:37:45,10.0,69.9
01:06:37:50,10.0,69.9
01:06:37:55,10.0,69.9
01:06:38:00,10.0,69.9
01:06:38:05,10.0,69.9
01:06:38:10,10.0,69.9
01:06:38:15,10.0,69.9
01:06:38:20,10.0,69.9
01:06:38:25,10.0,69.9
01:06:38:30,10.0,69.9
01:06:38:35,10.0,69.9
01:06:38:40,10.0,69.9
01:06:38:45,10.0,69.9
01:06:38:50,10.0,69.9
01:06:38:55,10.0,69.9
01:06:39:00,10.0,69.9
01:06:39:05,10.0,69.9
01:06:39:10,10.0,69.9
01:06:39:15,10.1,69.9
01:06:39:20,10.1,69.9
01:06:39:25,10.1,69.9
01:06:39:30,10.1,69.9
01:06:39:35,10.1,69.9
01:06:39:40,10.1,69.8
01:06:39:45,10.1,69.8
01:06:39:50,10.1,69.8
01:06:39:55,10.1,69.8
01:06:40:00,10.1,69.8
01:06:40:05,10.1,69.8
01:06:40:10,10.1,69.8
01:06:40:15,10.1,69.8
01:06:40:20,10.1,69.8
01:06:40:25,10.1,69.8
01:06:40:30,10.1,69.8
01:06:40:35,10.1,69.8
01:06:40:40,10.1,69.8
01:06:40:45,10.1,69.8
01:06:40:50,10.1,69.8
01:06:40:55,10.1,69.8
01:06:41:00,10.1,69.8
01:06:41:05,10.1,69.8
01:06:41:10,10.1,69.8
01:06:41:15,10.1,69.8
01:06:41:20,10.1,69.8
01:06:41:25,10.1,69.8
01:06:41:30,10.1,69.8
01:06:41:35,10.1,69.8
01:06:41:40,10.1,69.8
01:06:41:45,10.1,69.8
01:06:41:50,10.1,69.8
01:06:41:55,10.1,69.8
01:06:42:00,10.1,69.8
01:06:42:05,10.1,69.8
01:06:42:10,10.1,69.8
01:06:42:15,10.1,69.8
01:06:42:20,10.1,69.8
01:06:42:25,10.1,69.8
01:06:42:30,10.1,69.8
01:06:42:35,10.1,69.8
01:06:42:40,10.1,69.8
01:06:42:45,10.1,69.8
01:06:42:50,10.1,69.8
01:06:42:55,10.1,69.8
01:06:43:00,10.2,69.8
01:06:43:05,10.2,69.8
01:06:43:10,10.2,69.8
01:06:43:15,10.2,69.8
01:06:43:20,10.2,69.8
01:06:43:25,10.2,69.8
01:06:43:30,10.2,69.7
01:06:43:35,10.2,69.7
01:06:43:40,10.2,69.7
01:06:43:45,10.2,69.7
01:06:43:50,10.2,69.7
01:06:43:55,10.2,69.7
01:06:44:00,10.2,69.7
01:06:44:05,10.2,69.7
01:06:44:10,10.2,69.7
01:06:44:15,10.2,69.7
01:06:44:20,10.2,69.7
01:06:44:25,10.2,69.7
01:06:44:30,10.2,69.7
01:06:44:35,10.2,69.7
01:06:44:40,10.2,69.7
01:06:44:45,10.2,69.7
01:06:44:50,10.2,69.7
01:06:44:55,10.2,69.7
01:06:45:00,10.2,69.7
01:06:45:05,10.2,69.7
01:06:45:10,10.2,69.7
01:06:45:15,10.2,69.7
01:06:45:20,10.2,69.7
01:06:45:25,10.2,69.7
01:06:45:30,10.2,69.7
01:06:45:35,10.2,69.7
01:06:45:40,10.2,69.7
01:06:45:45,10.2,69.7
01:06:45:50,10.2,69.7
01:06:45:55,10.2,69.7
01:06:46:00,10.2,69.7
01:06:46:05,10.2,69.7
01:06:46:10,10.2,69.7
01:06:46:15,10.2,69.7
01:06:46:20,10.2,69.7
01:06:46:25,10.2,69.7
01:06:46:30,10.2,69.7
01:06:46:35,10.3,69.7
01:06:46:40,10.3,69.7
01:06:46:45,10.3,69.7
01:06:46:50,10.3,69.7
01:06:46:55,10.3,69.7
01:06:47:00,10.3,69.7
01:06:47:05,10.3,69.7
01:06:47:10,10.3,69.7
01:06:47:15,10.3,69.6
01:06:47:20,10.3,69.6
