timestamp,temperature,humidity,heater_status,cooler_status
08:16:00:00,23.96,37.32,0,0
08:17:00:00,24.02,37.37,0,0
08:18:00:00,24.04,37.35,0,0
08:19:00:00,24.09,37.39,0,0
08:20:00:00,24.14,37.38,0,0
08:21:00:00,24.15,37.31,0,0
08:22:00:00,24.19,37.32,0,0
08:23:00:00,24.2,37.31,0,0
08:24:00:00,24.24,37.24,0,0
08:25:00:00,24.3,37.21,0,0
08:26:00:00,24.35,37.17,0,0
08:27:00:00,24.36,37.13,0,0
08:28:00:00,24.4,37.1,0,0
08:29:00:00,24.42,37.1,0,0
08:30:00:00,24.45,37.09,0,0
08:31:00:00,24.45,37.09,0,0
08:32:00:00,24.48,37.16,0,0
08:33:00:00,24.49,37.06,0,0
08:34:00:00,24.54,37.06,0,0
08:35:00:00,24.55,36.97,0,0
08:36:00:00,24.61,37.03,0,0
08:37:00:00,24.6,36.99,0,0
08:38:00:00,24.66,36.96,0,0
08:39:00:00,24.68,36.93,0,0
08:40:00:00,24.69,36.83,0,0
08:41:00:00,24.75,36.73,0,0
08:42:00:00,24.79,36.76,0,0
08:43:00:00,24.79,36.7,0,0
08:44:00:00,24.85,36.71,0,0
08:45:00:00,24.87,36.76,0,0
08:46:00:00,24.92,36.76,0,0
08:47:00:00,24.94,36.73,0,0
08:48:00:00,24.97,36.7,0,0
08:49:00:00,25.03,36.61,0,0
08:50:00:00,25.03,36.61,0,0
08:51:00:00,25.05,36.57,0,0
08:52:00:00,25.05,36.55,0,0
08:53:00:00,25.08,36.57,0,0
08:54:00:00,25.11,36.55,0,0
08:55:00:00,25.17,36.48,0,0
08:56:00:00,25.21,36.38,0,0
08:57:00:00,25.23,36.31,0,0
08:58:00:00,25.28,36.29,0,0
08:59:00:00,25.31,36.22,0,0
09:00:00:00,25.33,36.17,0,0
09:01:00:00,25.37,36.11,0,0
09:02:00:00,25.43,36.01,0,0
09:03:00:00,25.45,36.08,0,0
09:04:00:00,25.47,36.0,0,0
09:05:00:00,25.51,35.97,0,0
09:06:00:00,25.53,35.9,0,0
09:07:00:00,25.61,35.87,0,0
09:08:00:00,25.61,35.93,0,0
09:09:00:00,25.65,35.88,0,0
09:10:00:00,25.67,35.9,0,0
09:11:00:00,25.69,35.79,0,0
09:12:00:00,25.76,35.76,0,0
09:13:00:00,25.83,35.81,0,0
09:14:00:00,25.84,35.85,0,0
09:15:00:00,25.86,35.74,0,0
09:16:00:00,25.88,35.75,0,0
09:17:00:00,25.91,35.72,0,0
09:18:00:00,25.96,35.71,0,0
09:19:00:00,25.98,35.74,0,0
09:20:00:00,26.01,35.6,0,1
09:21:00:00,25.71,35.65,0,1
09:22:00:00,25.41,35.7,0,1
09:23:00:00,25.11,35.75,0,1
09:24:00:00,24.81,35.8,0,1
09:25:00:00,24.51,35.85,0,1
09:26:00:00,24.21,35.9,0,1
09:27:00:00,23.91,35.95,0,1
09:28:00:00,23.61,36.0,0,1
09:29:00:00,23.31,36.05,0,1
09:30:00:00,23.01,36.1,0,1
09:31:00:00,22.71,36.15,0,1
09:32:00:00,22.41,36.2,0,1
09:33:00:00,22.11,36.25,0,1
09:34:00:00,21.81,36.3,0,0
09:35:00:00,21.85,36.3,0,0
09:36:00:00,21.89,36.33,0,0
09:37:00:00,21.91,36.34,0,0
09:38:00:00,21.91,36.35,0,0
09:39:00:00,21.98,36.28,0,0
09:40:00:00,22.0,36.23,0,0
09:41:00:00,22.03,36.17,0,0
09:42:00:00,22.07,36.2,0,0
09:43:00:00,22.12,36.1,0,0
09:44:00:00,22.17,36.13,0,0
09:45:00:00,22.22,36.13,0,0
09:46:00:00,22.26,36.17,0,0
09:47:00:00,22.33,36.11,0,0
09:48:00:00,22.38,36.1,0,0
09:49:00:00,22.41,36.01,0,0
09:50:00:00,22.44,35.94,0,0
09:51:00:00,22.46,35.87,0,0
09:52:00:00,22.49,35.84,0,0
09:53:00:00,22.52,35.75,0,0
09:54:00:00,22.52,35.75,0,0
09:55:00:00,22.54,35.79,0,0
09:56:00:00,22.58,35.81,0,0
09:57:00:00,22.64,35.78,0,0
09:58:00:00,22.66,35.81,0,0
09:59:00:00,22.7,35.79,0,0
10:00:00:00,22.76,35.77,0,0
10:01:00:00,22.8,35.75,0,0
10:02:00:00,22.81,35.74,0,0
10:03:00:00,22.87,35.75,0,0
10:04:00:00,22.91,35.73,0,0
10:05:00:00,22.95,35.76,0,0
10:06:00:00,22.99,35.73,0,0
10:07:00:00,23.03,35.74,0,0
10:08:00:00,23.04,35.73,0,0
10:09:00:00,23.03,35.74,0,0
10:10:00:00,23.08,35.77,0,0
10:11:00:00,23.1,35.77,0,0
10:12:00:00,23.16,35.83,0,0
10:13:00:00,23.2,35.82,0,0
10:14:00:00,23.25,35.73,0,0
10:15:00:00,23.28,35.79,0,0
10:16:00:00,23.33,35.79,0,0
10:17:00:00,23.33,35.78,0,0
10:18:00:00,23.35,35.78,0,0
10:19:00:00,23.37,35.72,0,0
10:20:00:00,23.36,35.76,0,0
10:21:00:00,23.39,35.76,0,0
10:22:00:00,23.42,35.69,0,0
10:23:00:00,23.43,35.63,0,0
10:24:00:00,23.45,35.63,0,0
10:25:00:00,23.46,35.71,0,0
10:26:00:00,23.52,35.73,0,0
10:27:00:00,23.55,35.8,0,0
10:28:00:00,23.58,35.78,0,0
10:29:00:00,23.61,35.8,0,0
10:30:00:00,23.66,35.77,0,0
10:31:00:00,23.68,35.79,0,0
10:32:00:00,23.73,35.75,0,0
10:33:00:00,23.73,35.73,0,0
10:34:00:00,23.78,35.81,0,0
10:35:00:00,23.78,35.77,0,0
10:36:00:00,23.81,35.83,0,0
10:37:00:00,23.84,35.77,0,0
10:38:00:00,23.89,35.74,0,0
10:39:00:00,23.89,35.68,0,0
10:40:00:00,23.96,35.68,0,0
10:41:00:00,24.0,35.66,0,0
10:42:00:00,24.04,35.66,0,0
10:43:00:00,24.08,35.65,0,0
10:44:00:00,24.13,35.64,0,0
10:45:00:00,24.14,35.6,0,0
10:46:00:00,24.13,35.68,0,0
10:47:00:00,24.18,35.63,0,0
10:48:00:00,24.21,35.58,0,0
10:49:00:00,24.27,35.5,0,0
10:50:00:00,24.31,35.48,0,0
10:51:00:00,24.36,35.46,0,0
10:52:00:00,24.36,35.44,0,0
10:53:00:00,24.37,35.43,0,0
10:54:00:00,24.43,35.33,0,0
10:55:00:00,24.45,35.29,0,0
10:56:00:00,24.48,35.31,0,0
10:57:00:00,24.5,35.32,0,0
10:58:00:00,24.53,35.32,0,0
10:59:00:00,24.57,35.27,0,0
11:00:00:00,24.62,35.25,0,0
11:01:00:00,24.68,35.23,0,0
11:02:00:00,24.72,35.22,0,0
11:03:00:00,24.75,35.22,0,0
11:04:00:00,24.79,35.14,0,0
11:05:00:00,24.85,35.03,0,0
11:06:00:00,24.87,35.02,0,0
11:07:00:00,24.92,35.08,0,0
11:08:00:00,24.91,35.04,0,0
11:09:00:00,24.9,35.03,0,0
11:10:00:00,24.94,35.1,0,0
11:11:00:00,24.98,35.14,0,0
11:12:00:00,25.02,35.1,0,0
11:13:00:00,25.03,35.1,0,0
11:14:00:00,25.03,35.15,0,0
11:15:00:00,25.06,35.2,0,0
11:16:00:00,25.08,35.2,0,0
11:17:00:00,25.12,35.18,0,0
11:18:00:00,25.15,35.19,0,0
11:19:00:00,25.16,35.12,0,0
11:20:00:00,25.22,35.14,0,0
11:21:00:00,25.25,35.21,0,0
11:22:00:00,25.28,35.26,0,0
11:23:00:00,25.32,35.2,0,0
11:24:00:00,25.39,35.23,0,0
11:25:00:00,25.42,35.26,0,0
11:26:00:00,25.44,35.29,0,0
11:27:00:00,25.43,35.22,0,0
11:28:00:00,25.48,35.2,0,0
11:29:00:00,25.52,35.12,0,0
11:30:00:00,25.59,35.16,0,0
11:31:00:00,25.62,35.13,0,0
11:32:00:00,25.67,35.21,0,0
11:33:00:00,25.72,35.31,0,0
11:34:00:00,25.74,35.25,0,0
11:35:00:00,25.75,35.26,0,0
11:36:00:00,25.79,35.24,0,0
11:37:00:00,25.84,35.29,0,0
11:38:00:00,25.84,35.25,0,0
11:39:00:00,25.89,35.21,0,0
11:40:00:00,25.91,35.25,0,0
11:41:00:00,25.91,35.22,0,0
11:42:00:00,25.95,35.18,0,0
11:43:00:00,26.0,35.14,0,1
11:44:00:00,25.7,35.19,0,1
11:45:00:00,25.4,35.24,0,1
11:46:00:00,25.1,35.29,0,1
11:47:00:00,24.8,35.34,0,1
11:48:00:00,24.5,35.39,0,1
11:49:00:00,24.2,35.44,0,1
11:50:00:00,23.9,35.49,0,1
11:51:00:00,23.6,35.54,0,1
11:52:00:00,23.3,35.59,0,1
11:53:00:00,23.0,35.64,0,1
11:54:00:00,22.7,35.69,0,1
11:55:00:00,22.4,35.74,0,1
11:56:00:00,22.1,35.79,0,1
11:57:00:00,21.8,35.84,0,0
11:58:00:00,21.86,35.82,0,0
11:59:00:00,21.91,35.84,0,0
12:00:00:00,21.93,35.72,0,0
12:01:00:00,21.97,35.71,0,0
12:02:00:00,22.02,35.69,0,0
12:03:00:00,22.04,35.78,0,0
12:04:00:00,22.05,35.8,0,0
12:05:00:00,22.07,35.77,0,0
12:06:00:00,22.09,35.72,0,0
12:07:00:00,22.14,35.77,0,0
12:08:00:00,22.18,35.76,0,0
12:09:00:00,22.2,35.78,0,0
12:10:00:00,22.27,35.74,0,0
12:11:00:00,22.3,35.7,0,0
12:12:00:00,22.32,35.55,0,0
12:13:00:00,22.36,35.5,0,0
12:14:00:00,22.37,35.52,0,0
12:15:00:00,22.38,35.49,0,0
12:16:00:00,22.44,35.41,0,0
12:17:00:00,22.44,35.41,0,0
12:18:00:00,22.5,35.31,0,0
12:19:00:00,22.54,35.33,0,0
12:20:00:00,22.53,35.36,0,0
12:21:00:00,22.59,35.33,0,0
12:22:00:00,22.64,35.37,0,0
12:23:00:00,22.68,35.33,0,0
12:24:00:00,22.69,35.32,0,0
12:25:00:00,22.74,35.29,0,0
12:26:00:00,22.73,35.34,0,0
12:27:00:00,22.77,35.31,0,0
12:28:00:00,22.82,35.37,0,0
12:29:00:00,22.79,35.38,0,0
12:30:00:00,22.8,35.39,0,0
12:31:00:00,22.84,35.41,0,0
12:32:00:00,22.86,35.3,0,0
12:33:00:00,22.88,35.31,0,0
12:34:00:00,22.94,35.24,0,0
12:35:00:00,22.99,35.19,0,0
12:36:00:00,23.03,35.15,0,0
12:37:00:00,23.07,35.18,0,0
12:38:00:00,23.08,35.13,0,0
12:39:00:00,23.12,35.24,0,0
12:40:00:00,23.13,35.33,0,0
12:41:00:00,23.21,35.31,0,0
12:42:00:00,23.23,35.26,0,0
12:43:00:00,23.27,35.18,0,0
12:44:00:00,23.3,35.24,0,0
12:45:00:00,23.32,35.22,0,0
12:46:00:00,23.32,35.22,0,0
12:47:00:00,23.36,35.21,0,0
12:48:00:00,23.39,35.18,0,0
12:49:00:00,23.43,35.17,0,0
12:50:00:00,23.47,35.16,0,0
12:51:00:00,23.53,35.19,0,0
12:52:00:00,23.57,35.25,0,0
12:53:00:00,23.61,35.3,0,0
12:54:00:00,23.65,35.19,0,0
12:55:00:00,23.71,35.19,0,0
12:56:00:00,23.75,35.19,0,0
12:57:00:00,23.77,35.19,0,0
12:58:00:00,23.8,35.24,0,0
12:59:00:00,23.83,35.2,0,0
13:00:00:00,23.84,35.2,0,0
13:01:00:00,23.88,35.21,0,0
13:02:00:00,23.89,35.12,0,0
13:03:00:00,23.94,35.18,0,0
13:04:00:00,23.95,35.24,0,0
13:05:00:00,23.99,35.23,0,0
13:06:00:00,24.02,35.15,0,0
13:07:00:00,24.07,35.09,0,0
13:08:00:00,24.09,35.13,0,0
13:09:00:00,24.09,35.04,0,0
13:10:00:00,24.12,35.04,0,0
13:11:00:00,24.16,35.01,0,0
13:12:00:00,24.25,34.99,0,0
13:13:00:00,24.28,34.93,0,0
13:14:00:00,24.31,34.95,0,0
13:15:00:00,24.37,34.86,0,0
13:16:00:00,24.4,34.87,0,0
13:17:00:00,24.45,34.86,0,0
13:18:00:00,24.49,34.8,0,0
13:19:00:00,24.55,34.84,0,0
13:20:00:00,24.56,34.77,0,0
13:21:00:00,24.57,34.79,0,0
13:22:00:00,24.58,34.76,0,0
13:23:00:00,24.63,34.75,0,0
13:24:00:00,24.67,34.68,0,0
13:25:00:00,24.71,34.64,0,0
13:26:00:00,24.74,34.63,0,0
13:27:00:00,24.77,34.62,0,0
13:28:00:00,24.79,34.59,0,0
13:29:00:00,24.83,34.51,0,0
13:30:00:00,24.85,34.52,0,0
13:31:00:00,24.86,34.56,0,0
13:32:00:00,24.92,34.48,0,0
13:33:00:00,24.98,34.46,0,0
13:34:00:00,25.02,34.43,0,0
13:35:00:00,25.08,34.43,0,0
13:36:00:00,25.09,34.36,0,0
13:37:00:00,25.1,34.36,0,0
13:38:00:00,25.14,34.38,0,0
13:39:00:00,25.18,34.3,0,0
13:40:00:00,25.2,34.35,0,0
13:41:00:00,25.22,34.34,0,0
13:42:00:00,25.23,34.34,0,0
13:43:00:00,25.26,34.38,0,0
13:44:00:00,25.31,34.34,0,0
13:45:00:00,25.34,34.3,0,0
13:46:00:00,25.34,34.25,0,0
13:47:00:00,25.38,34.25,0,0
13:48:00:00,25.42,34.22,0,0
13:49:00:00,25.47,34.21,0,0
13:50:00:00,25.52,34.11,0,0
13:51:00:00,25.48,34.11,0,0
13:52:00:00,25.48,34.08,0,0
13:53:00:00,25.51,34.15,0,0
13:54:00:00,25.55,34.15,0,0
13:55:00:00,25.6,34.15,0,0
13:56:00:00,25.63,34.19,0,0
13:57:00:00,25.64,34.19,0,0
13:58:00:00,25.64,34.19,0,0
13:59:00:00,25.68,34.26,0,0
14:00:00:00,25.68,34.22,0,0
14:01:00:00,25.73,34.22,0,0
14:02:00:00,25.77,34.16,0,0
14:03:00:00,25.79,34.21,0,0
14:04:00:00,25.83,34.21,0,0
14:05:00:00,25.86,34.14,0,0
14:06:00:00,25.91,34.15,0,0
14:07:00:00,25.99,34.09,0,0
14:08:00:00,26.04,34.01,0,1
14:09:00:00,25.74,34.06,0,1
14:10:00:00,25.44,34.11,0,1
14:11:00:00,25.14,34.16,0,1
14:12:00:00,24.84,34.21,0,1
14:13:00:00,24.54,34.26,0,1
14:14:00:00,24.24,34.31,0,1
14:15:00:00,23.94,34.36,0,1
14:16:00:00,23.64,34.41,0,1
14:17:00:00,23.34,34.46,0,1
14:18:00:00,23.04,34.51,0,1
14:19:00:00,22.74,34.56,0,1
14:20:00:00,22.44,34.61,0,1
14:21:00:00,22.14,34.66,0,1
14:22:00:00,21.84,34.71,0,0
14:23:00:00,21.88,34.74,0,0
14:24:00:00,21.87,34.72,0,0
14:25:00:00,21.89,34.67,0,0
14:26:00:00,21.94,34.71,0,0
14:27:00:00,21.97,34.71,0,0
14:28:00:00,22.0,34.69,0,0
14:29:00:00,22.02,34.74,0,0
14:30:00:00,22.06,34.74,0,0
14:31:00:00,22.08,34.7,0,0
14:32:00:00,22.11,34.61,0,0
14:33:00:00,22.11,34.57,0,0
14:34:00:00,22.15,34.52,0,0
14:35:00:00,22.17,34.47,0,0
14:36:00:00,22.19,34.44,0,0
14:37:00:00,22.27,34.48,0,0
14:38:00:00,22.32,34.52,0,0
14:39:00:00,22.34,34.45,0,0
14:40:00:00,22.35,34.5,0,0
14:41:00:00,22.37,34.42,0,0
14:42:00:00,22.4,34.4,0,0
14:43:00:00,22.44,34.4,0,0
14:44:00:00,22.46,34.42,0,0
14:45:00:00,22.48,34.4,0,0
14:46:00:00,22.53,34.35,0,0
14:47:00:00,22.55,34.37,0,0
14:48:00:00,22.57,34.33,0,0
14:49:00:00,22.61,34.42,0,0
14:50:00:00,22.66,34.43,0,0
14:51:00:00,22.7,34.36,0,0
14:52:00:00,22.74,34.35,0,0
14:53:00:00,22.78,34.34,0,0
14:54:00:00,22.82,34.31,0,0
14:55:00:00,22.86,34.24,0,0
14:56:00:00,22.89,34.29,0,0
14:57:00:00,22.93,34.28,0,0
14:58:00:00,23.0,34.2,0,0
14:59:00:00,23.01,34.27,0,0
15:00:00:00,23.05,34.24,0,0
15:01:00:00,23.06,34.25,0,0
15:02:00:00,23.1,34.18,0,0
15:03:00:00,23.13,34.15,0,0
15:04:00:00,23.17,34.08,0,0
15:05:00:00,23.23,34.11,0,0
15:06:00:00,23.26,34.09,0,0
15:07:00:00,23.29,34.04,0,0
15:08:00:00,23.32,34.01,0,0
15:09:00:00,23.38,34.04,0,0
15:10:00:00,23.44,34.05,0,0
15:11:00:00,23.45,34.03,0,0
15:12:00:00,23.5,33.95,0,0
15:13:00:00,23.55,34.06,0,0
15:14:00:00,23.61,34.11,0,0
15:15:00:00,23.65,34.15,0,0
15:16:00:00,23.67,34.17,0,0
15:17:00:00,23.71,34.18,0,0
15:18:00:00,23.77,34.13,0,0
15:19:00:00,23.8,34.13,0,0
15:20:00:00,23.82,34.12,0,0
15:21:00:00,23.82,34.16,0,0
15:22:00:00,23.85,34.12,0,0
15:23:00:00,23.87,34.1,0,0
15:24:00:00,23.92,34.11,0,0
15:25:00:00,23.94,34.05,0,0
15:26:00:00,23.99,34.0,0,0
15:27:00:00,24.02,34.0,0,0
15:28:00:00,24.06,34.03,0,0
15:29:00:00,24.07,33.92,0,0
15:30:00:00,24.1,33.99,0,0
15:31:00:00,24.17,34.07,0,0
15:32:00:00,24.2,33.97,0,0
15:33:00:00,24.19,33.92,0,0
15:34:00:00,24.22,33.97,0,0
15:35:00:00,24.27,33.97,0,0
15:36:00:00,24.29,33.91,0,0
15:37:00:00,24.33,33.93,0,0
15:38:00:00,24.37,33.86,0,0
15:39:00:00,24.42,33.87,0,0
15:40:00:00,24.43,33.82,0,0
15:41:00:00,24.48,33.79,0,0
15:42:00:00,24.55,33.8,0,0
15:43:00:00,24.57,33.79,0,0
15:44:00:00,24.61,33.74,0,0
15:45:00:00,24.63,33.76,0,0
15:46:00:00,24.68,33.78,0,0
15:47:00:00,24.74,33.74,0,0
15:48:00:00,24.81,33.68,0,0
15:49:00:00,24.82,33.58,0,0
15:50:00:00,24.85,33.54,0,0
15:51:00:00,24.9,33.54,0,0
15:52:00:00,24.91,33.5,0,0
15:53:00:00,24.93,33.4,0,0
15:54:00:00,24.95,33.35,0,0
15:55:00:00,25.01,33.34,0,0
15:56:00:00,25.06,33.25,0,0
15:57:00:00,25.12,33.3,0,0
15:58:00:00,25.11,33.26,0,0
15:59:00:00,25.16,33.27,0,0
16:00:00:00,25.18,33.24,0,0
16:01:00:00,25.2,33.24,0,0
16:02:00:00,25.26,33.18,0,0
16:03:00:00,25.32,33.13,0,0
16:04:00:00,25.33,33.16,0,0
16:05:00:00,25.39,33.19,0,0
16:06:00:00,25.39,33.15,0,0
16:07:00:00,25.45,33.14,0,0
16:08:00:00,25.46,33.15,0,0
16:09:00:00,25.48,33.22,0,0
16:10:00:00,25.55,33.24,0,0
16:11:00:00,25.61,33.23,0,0
16:12:00:00,25.66,33.29,0,0
16:13:00:00,25.7,33.26,0,0
16:14:00:00,25.7,33.24,0,0
16:15:00:00,25.75,33.28,0,0
16:16:00:00,25.79,33.24,0,0
16:17:00:00,25.79,33.2,0,0
16:18:00:00,25.82,33.17,0,0
16:19:00:00,25.87,33.25,0,0
16:20:00:00,25.9,33.23,0,0
16:21:00:00,25.93,33.22,0,0
16:22:00:00,25.95,33.21,0,0
16:23:00:00,25.99,33.21,0,0
16:24:00:00,26.04,33.22,0,1
16:25:00:00,25.74,33.27,0,1
16:26:00:00,25.44,33.32,0,1
16:27:00:00,25.14,33.37,0,1
16:28:00:00,24.84,33.42,0,1
16:29:00:00,24.54,33.47,0,1
16:30:00:00,24.24,33.52,0,1
16:31:00:00,23.94,33.57,0,1
16:32:00:00,23.64,33.62,0,1
16:33:00:00,23.34,33.67,0,1
16:34:00:00,23.04,33.72,0,1
16:35:00:00,22.74,33.77,0,1
16:36:00:00,22.44,33.82,0,1
16:37:00:00,22.14,33.87,0,1
16:38:00:00,21.84,33.92,0,0
16:39:00:00,21.84,33.93,0,0
16:40:00:00,21.86,33.87,0,0
16:41:00:00,21.87,33.87,0,0
16:42:00:00,21.9,33.78,0,0
16:43:00:00,21.95,33.69,0,0
16:44:00:00,21.99,33.69,0,0
16:45:00:00,22.04,33.76,0,0
16:46:00:00,22.05,33.75,0,0
16:47:00:00,22.07,33.75,0,0
16:48:00:00,22.11,33.72,0,0
16:49:00:00,22.14,33.65,0,0
16:50:00:00,22.2,33.66,0,0
16:51:00:00,22.25,33.63,0,0
16:52:00:00,22.27,33.56,0,0
16:53:00:00,22.31,33.5,0,0
16:54:00:00,22.38,33.42,0,0
16:55:00:00,22.43,33.48,0,0
16:56:00:00,22.47,33.48,0,0
16:57:00:00,22.49,33.39,0,0
16:58:00:00,22.54,33.46,0,0
16:59:00:00,22.56,33.38,0,0
17:00:00:00,22.55,33.32,0,0
17:01:00:00,22.58,33.39,0,0
17:02:00:00,22.63,33.39,0,0
17:03:00:00,22.66,33.35,0,0
17:04:00:00,22.72,33.34,0,0
17:05:00:00,22.71,33.29,0,0
17:06:00:00,22.73,33.25,0,0
17:07:00:00,22.78,33.23,0,0
17:08:00:00,22.81,33.28,0,0
17:09:00:00,22.83,33.36,0,0
17:10:00:00,22.86,33.35,0,0
17:11:00:00,22.88,33.35,0,0
17:12:00:00,22.93,33.35,0,0
17:13:00:00,22.95,33.28,0,0
17:14:00:00,23.03,33.25,0,0
17:15:00:00,23.08,33.15,0,0
17:16:00:00,23.11,33.13,0,0
17:17:00:00,23.16,32.98,0,0
17:18:00:00,23.2,32.91,0,0
17:19:00:00,23.24,32.84,0,0
17:20:00:00,23.26,32.82,0,0
17:21:00:00,23.27,32.78,0,0
17:22:00:00,23.28,32.67,0,0
17:23:00:00,23.34,32.59,0,0
17:24:00:00,23.37,32.62,0,0
17:25:00:00,23.39,32.56,0,0
17:26:00:00,23.43,32.6,0,0
17:27:00:00,23.44,32.58,0,0
17:28:00:00,23.44,32.55,0,0
17:29:00:00,23.48,32.49,0,0
17:30:00:00,23.5,32.41,0,0
17:31:00:00,23.54,32.44,0,0
17:32:00:00,23.55,32.4,0,0
17:33:00:00,23.6,32.45,0,0
17:34:00:00,23.61,32.42,0,0
17:35:00:00,23.65,32.4,0,0
17:36:00:00,23.63,32.42,0,0
17:37:00:00,23.7,32.41,0,0
17:38:00:00,23.71,32.37,0,0
17:39:00:00,23.78,32.4,0,0
17:40:00:00,23.83,32.4,0,0
17:41:00:00,23.85,32.38,0,0
17:42:00:00,23.89,32.39,0,0
17:43:00:00,23.95,32.43,0,0
17:44:00:00,23.96,32.43,0,0
17:45:00:00,24.01,32.45,0,0
17:46:00:00,24.03,32.58,0,0
17:47:00:00,24.04,32.51,0,0
17:48:00:00,24.08,32.6,0,0
17:49:00:00,24.1,32.58,0,0
17:50:00:00,24.16,32.56,0,0
17:51:00:00,24.19,32.57,0,0
17:52:00:00,24.23,32.61,0,0
17:53:00:00,24.29,32.61,0,0
17:54:00:00,24.33,32.61,0,0
17:55:00:00,24.37,32.6,0,0
17:56:00:00,24.41,32.64,0,0
17:57:00:00,24.47,32.55,0,0
17:58:00:00,24.51,32.51,0,0
17:59:00:00,24.54,32.51,0,0
18:00:00:00,24.59,32.49,0,0
18:01:00:00,24.59,32.43,0,0
18:02:00:00,24.64,32.28,0,0
18:03:00:00,24.7,32.29,0,0
18:04:00:00,24.76,32.27,0,0
18:05:00:00,24.75,32.27,0,0
18:06:00:00,24.81,32.31,0,0
18:07:00:00,24.84,32.3,0,0
18:08:00:00,24.86,32.24,0,0
18:09:00:00,24.92,32.17,0,0
18:10:00:00,24.93,32.1,0,0
18:11:00:00,24.94,32.09,0,0
18:12:00:00,25.0,32.07,0,0
18:13:00:00,25.0,32.09,0,0
18:14:00:00,25.07,32.05,0,0
18:15:00:00,25.1,32.06,0,0
18:16:00:00,25.17,32.02,0,0
18:17:00:00,25.17,32.04,0,0
18:18:00:00,25.23,32.02,0,0
18:19:00:00,25.25,32.06,0,0
18:20:00:00,25.3,32.01,0,0
18:21:00:00,25.33,31.92,0,0
18:22:00:00,25.38,31.9,0,0
18:23:00:00,25.41,31.88,0,0
18:24:00:00,25.45,31.91,0,0
18:25:00:00,25.49,31.89,0,0
18:26:00:00,25.54,31.9,0,0
18:27:00:00,25.57,31.88,0,0
18:28:00:00,25.6,31.89,0,0
18:29:00:00,25.63,31.85,0,0
18:30:00:00,25.71,31.89,0,0
18:31:00:00,25.73,31.9,0,0
18:32:00:00,25.76,31.91,0,0
18:33:00:00,25.8,31.95,0,0
18:34:00:00,25.84,31.93,0,0
18:35:00:00,25.9,31.93,0,0
18:36:00:00,25.94,31.93,0,0
18:37:00:00,25.97,31.92,0,0
18:38:00:00,26.0,31.87,0,0
18:39:00:00,26.01,31.78,0,1
18:40:00:00,25.71,31.83,0,1
18:41:00:00,25.41,31.88,0,1
18:42:00:00,25.11,31.93,0,1
18:43:00:00,24.81,31.98,0,1
18:44:00:00,24.51,32.03,0,1
18:45:00:00,24.21,32.08,0,1
18:46:00:00,23.91,32.13,0,1
18:47:00:00,23.61,32.18,0,1
18:48:00:00,23.31,32.23,0,1
18:49:00:00,23.01,32.28,0,1
18:50:00:00,22.71,32.33,0,1
18:51:00:00,22.41,32.38,0,1
18:52:00:00,22.11,32.43,0,1
18:53:00:00,21.81,32.48,0,0
18:54:00:00,21.83,32.46,0,0
18:55:00:00,21.87,32.43,0,0
18:56:00:00,21.86,32.5,0,0
18:57:00:00,21.91,32.5,0,0
18:58:00:00,21.99,32.44,0,0
18:59:00:00,22.06,32.38,0,0
19:00:00:00,22.1,32.3,0,0
19:01:00:00,22.14,32.31,0,0
19:02:00:00,22.17,32.33,0,0
19:03:00:00,22.21,32.29,0,0
19:04:00:00,22.23,32.31,0,0
19:05:00:00,22.25,32.34,0,0
19:06:00:00,22.31,32.25,0,0
19:07:00:00,22.37,32.34,0,0
19:08:00:00,22.41,32.35,0,0
19:09:00:00,22.47,32.32,0,0
19:10:00:00,22.51,32.24,0,0
19:11:00:00,22.55,32.25,0,0
19:12:00:00,22.59,32.29,0,0
19:13:00:00,22.61,32.25,0,0
19:14:00:00,22.69,32.23,0,0
19:15:00:00,22.73,32.21,0,0
19:16:00:00,22.75,32.28,0,0
19:17:00:00,22.77,32.21,0,0
19:18:00:00,22.8,32.09,0,0
19:19:00:00,22.82,32.03,0,0
19:20:00:00,22.87,31.98,0,0
19:21:00:00,22.92,32.04,0,0
19:22:00:00,22.97,32.01,0,0
19:23:00:00,23.01,31.92,0,0
19:24:00:00,23.05,31.87,0,0
19:25:00:00,23.1,31.98,0,0
19:26:00:00,23.14,31.87,0,0
19:27:00:00,23.17,31.86,0,0
19:28:00:00,23.21,31.81,0,0
19:29:00:00,23.25,31.73,0,0
19:30:00:00,23.27,31.75,0,0
19:31:00:00,23.28,31.76,0,0
19:32:00:00,23.29,31.84,0,0
19:33:00:00,23.31,31.81,0,0
19:34:00:00,23.35,31.77,0,0
19:35:00:00,23.39,31.78,0,0
19:36:00:00,23.45,31.81,0,0
19:37:00:00,23.48,31.79,0,0
19:38:00:00,23.56,31.82,0,0
19:39:00:00,23.58,31.81,0,0
19:40:00:00,23.61,31.79,0,0
19:41:00:00,23.62,31.75,0,0
19:42:00:00,23.69,31.77,0,0
19:43:00:00,23.68,31.81,0,0
19:44:00:00,23.74,31.78,0,0
19:45:00:00,23.79,31.72,0,0
19:46:00:00,23.81,31.79,0,0
19:47:00:00,23.84,31.68,0,0
19:48:00:00,23.88,31.66,0,0
19:49:00:00,23.94,31.65,0,0
19:50:00:00,23.96,31.68,0,0
19:51:00:00,24.0,31.63,0,0
19:52:00:00,24.06,31.63,0,0
19:53:00:00,24.1,31.62,0,0
