id,timestamp,temperature,humidity
636,2026-05-1214:30:08,22.9,27.3
637,2026-05-1214:30:14,22.9,27.2
638,2026-05-1214:30:21,22.9,27.2
639,2026-05-1214:30:27,22.9,27.2
640,2026-05-1214:30:34,22.8,27.1
641,2026-05-1214:30:41,22.9,27.2
642,2026-05-1214:30:47,22.8,27.1
643,2026-05-1214:30:54,22.8,27.1
644,2026-05-1214:31:00,22.8,27.2
645,2026-05-1214:31:07,22.8,27.2
646,2026-05-1214:31:14,22.8,27.2
647,2026-05-1214:31:20,22.8,27.3
648,2026-05-1214:31:27,22.8,27.3
649,2026-05-1214:31:33,22.8,27.3
650,2026-05-1214:31:40,22.8,27.3
651,2026-05-1214:31:47,22.7,27.3
652,2026-05-1214:31:53,22.7,27.3
653,2026-05-1214:32:00,22.7,27.3
654,2026-05-1214:32:06,22.7,27.3
655,2026-05-1214:32:13,22.7,27.3
656,2026-05-1214:32:20,22.7,27.4
657,2026-05-1214:32:26,22.7,27.4
658,2026-05-1214:32:33,22.7,27.4
659,2026-05-1214:32:39,22.7,27.4
660,2026-05-1214:32:46,22.7,27.5
661,2026-05-1214:32:52,22.7,27.4
662,2026-05-1214:32:59,22.7,27.5
663,2026-05-1214:33:06,22.7,27.5
664,2026-05-1214:33:12,22.7,27.6
665,2026-05-1214:33:19,22.7,27.5
666,2026-05-1214:33:25,22.7,27.5
667,2026-05-1214:33:32,22.7,27.6
668,2026-05-1214:33:39,22.7,27.5
669,2026-05-1214:33:45,22.7,27.4
670,2026-05-1214:33:52,22.7,27.4
671,2026-05-1214:33:59,22.7,27.4
672,2026-05-1214:34:05,22.7,27.3
673,2026-05-1214:34:12,22.7,27.2
674,2026-05-1214:34:18,22.7,27.2
675,2026-05-1214:34:25,22.6,27.2
676,2026-05-1214:34:32,22.6,27.1
677,2026-05-1214:34:38,22.6,27.1
678,2026-05-1214:34:45,22.6,27.1
679,2026-05-1214:34:51,22.6,27.1
680,2026-05-1214:34:58,22.6,27.2
681,2026-05-1214:35:05,22.6,27.2
682,2026-05-1214:35:11,22.6,27.3
683,2026-05-1214:35:18,22.6,27.3
684,2026-05-1214:35:24,22.6,27.3
685,2026-05-1214:35:31,22.6,27.4
686,2026-05-1214:35:38,22.6,27.4
687,2026-05-1214:35:44,22.5,27.4
688,2026-05-1214:35:51,22.5,27.4
689,2026-05-1214:35:57,22.6,27.4
690,2026-05-1214:36:04,22.6,27.3
691,2026-05-1214:36:10,22.6,27.3
692,2026-05-1214:36:17,22.5,27.4
693,2026-05-1214:36:24,22.6,27.4
694,2026-05-1214:36:30,22.5,27.4
695,2026-05-1214:36:37,22.6,27.5
696,2026-05-1214:36:43,22.6,27.5
697,2026-05-1214:36:50,22.6,27.5
698,2026-05-1214:36:57,22.6,27.5
699,2026-05-1214:37:03,22.6,27.5
700,2026-05-1214:37:10,22.5,27.5
701,2026-05-1214:37:16,22.5,27.5
702,2026-05-1214:37:23,22.6,27.6
703,2026-05-1214:37:30,22.6,27.6
704,2026-05-1214:37:36,22.6,27.7
705,2026-05-1214:37:43,22.6,27.7
706,2026-05-1214:37:49,22.5,27.6
707,2026-05-1214:37:56,22.6,27.7
708,2026-05-1214:38:02,22.6,27.7
709,2026-05-1214:38:09,22.6,27.7
710,2026-05-1214:38:16,22.6,27.7
711,2026-05-1214:38:22,22.5,27.7
712,2026-05-1214:38:29,22.5,27.7
713,2026-05-1214:38:36,22.6,27.8
714,2026-05-1214:38:42,22.6,27.8
715,2026-05-1214:38:49,22.6,27.8
716,2026-05-1214:38:55,22.6,27.7
717,2026-05-1214:39:02,22.6,27.8
718,2026-05-1214:39:09,22.6,27.9
719,2026-05-1214:39:15,22.6,27.8
720,2026-05-1214:39:22,22.6,27.9
721,2026-05-1214:39:28,22.6,27.9
722,2026-05-1214:39:35,22.6,27.8
723,2026-05-1214:39:42,22.6,27.8
724,2026-05-1214:39:48,22.6,27.8
725,2026-05-1214:39:55,22.6,27.8
726,2026-05-1214:40:01,22.6,27.8
727,2026-05-1214:40:08,22.6,27.8
728,2026-05-1214:40:14,22.6,27.8
729,2026-05-1214:40:21,22.6,27.8
730,2026-05-1214:40:28,22.6,27.8
731,2026-05-1214:40:34,22.6,27.8
732,2026-05-1214:40:41,22.6,27.8
733,2026-05-1214:40:48,22.6,27.8
734,2026-05-1214:40:54,22.6,27.8
735,2026-05-1214:41:01,22.6,27.8
736,2026-05-1214:41:07,22.6,27.8
737,2026-05-1214:41:14,22.6,27.8
738,2026-05-1214:41:20,22.6,27.7
739,2026-05-1214:41:27,22.6,27.8
740,2026-05-1214:41:34,22.6,27.7
741,2026-05-1214:41:41,22.6,27.7
742,2026-05-1214:41:47,22.6,27.7
743,2026-05-1214:41:53,22.6,27.7
744,2026-05-1214:42:00,22.6,27.7
745,2026-05-1214:42:07,22.6,27.7
746,2026-05-1214:42:13,22.6,27.8
747,2026-05-1214:42:20,22.6,27.8
748,2026-05-1214:42:27,22.6,27.8
749,2026-05-1214:42:33,22.6,27.8
750,2026-05-1214:42:40,22.6,27.8
751,2026-05-1214:42:46,22.6,27.7
752,2026-05-1214:42:53,22.6,27.8
753,2026-05-1214:42:59,22.6,27.7
754,2026-05-1214:43:06,22.6,27.7
755,2026-05-1214:43:13,22.6,27.8
756,2026-05-1214:43:19,22.6,27.7
757,2026-05-1214:43:26,22.6,27.8
758,2026-05-1214:43:32,22.6,27.7
759,2026-05-1214:43:39,22.6,27.8
760,2026-05-1214:43:46,22.6,27.7
761,2026-05-1214:43:52,22.6,27.6
762,2026-05-1214:43:59,22.6,27.6
763,2026-05-1214:44:05,22.6,27.6
764,2026-05-1214:44:12,22.6,27.6
765,2026-05-1214:44:19,22.6,27.6
766,2026-05-1214:44:25,22.7,27.6
767,2026-05-1214:44:32,22.7,27.6
768,2026-05-1214:44:38,22.7,27.6
769,2026-05-1214:44:45,22.7,27.6
770,2026-05-1214:44:52,22.7,27.6
771,2026-05-1214:44:58,22.7,27.6
772,2026-05-1214:45:05,22.6,27.7
773,2026-05-1214:45:11,22.6,27.6
774,2026-05-1214:45:18,22.7,27.7
775,2026-05-1214:45:25,22.7,27.7
776,2026-05-1214:45:31,22.7,27.7
777,2026-05-1214:45:38,22.7,27.7
778,2026-05-1214:45:44,22.7,27.7
779,2026-05-1214:45:51,22.7,27.8
780,2026-05-1214:45:58,22.7,27.9
781,2026-05-1214:46:04,22.7,27.8
782,2026-05-1214:46:11,22.7,27.8
783,2026-05-1214:46:17,22.7,27.9
784,2026-05-1214:46:24,22.7,27.9
785,2026-05-1214:46:31,22.7,27.9
786,2026-05-1214:46:37,22.7,27.9
787,2026-05-1214:46:44,22.7,27.8
788,2026-05-1214:46:50,22.7,27.9
789,2026-05-1214:46:57,22.7,27.9
790,2026-05-1214:47:04,22.7,27.9
791,2026-05-1214:47:10,22.7,27.9
792,2026-05-1214:47:17,22.7,27.9
793,2026-05-1214:47:23,22.7,27.8
794,2026-05-1214:47:30,22.7,27.8
795,2026-05-1214:47:36,22.7,27.7
796,2026-05-1214:47:43,22.7,27.7
797,2026-05-1214:47:50,22.7,27.7
798,2026-05-1214:47:56,22.7,27.7
799,2026-05-1214:48:03,22.7,27.7
800,2026-05-1214:48:10,22.7,27.6
801,2026-05-1214:48:16,22.7,27.7
802,2026-05-1214:48:23,22.7,27.7
803,2026-05-1214:48:29,22.7,27.6
804,2026-05-1214:48:36,22.8,27.6
805,2026-05-1214:48:43,22.7,27.6
806,2026-05-1214:48:49,22.8,27.7
807,2026-05-1214:48:56,22.7,27.6
808,2026-05-1214:49:02,22.7,27.6
809,2026-05-1214:49:09,22.7,27.7
810,2026-05-1214:49:16,22.7,27.7
811,2026-05-1214:49:22,22.7,27.7
812,2026-05-1214:49:29,22.8,27.7
813,2026-05-1214:49:35,22.8,27.6
814,2026-05-1214:49:42,22.8,27.7
815,2026-05-1214:49:48,22.8,27.7
816,2026-05-1214:49:55,22.8,27.6
817,2026-05-1214:50:02,22.8,27.7
818,2026-05-1214:50:08,22.8,27.7
819,2026-05-1214:50:15,22.8,27.6
820,2026-05-1214:50:21,22.8,27.6
821,2026-05-1214:50:28,22.8,27.6
822,2026-05-1214:50:35,22.8,27.7
823,2026-05-1214:50:41,22.8,27.7
824,2026-05-1214:50:48,22.8,27.7
825,2026-05-1214:50:54,22.8,27.6
826,2026-05-1214:51:01,22.8,27.5
827,2026-05-1214:51:08,22.8,27.6
828,2026-05-1214:51:14,22.8,27.5
829,2026-05-1214:51:21,22.8,27.4
830,2026-05-1214:51:27,22.8,27.5
831,2026-05-1214:51:34,22.8,27.5
832,2026-05-1214:51:41,22.8,27.4
833,2026-05-1214:51:47,22.8,27.5
834,2026-05-1214:51:54,22.8,27.4
835,2026-05-1214:52:00,22.8,27.3
836,2026-05-1214:52:07,22.8,27.4
837,2026-05-1812:55:55,24.7,34.6
838,2026-05-1812:56:01,24.7,34.5
839,2026-05-1812:56:06,24.7,34.6
840,2026-05-1812:56:12,24.7,34.6
841,2026-05-1812:56:17,24.7,34.5
842,2026-05-1812:56:23,24.7,34.5
843,2026-05-1812:56:28,24.7,34.6
844,2026-05-1812:56:34,24.7,34.6
845,2026-05-1812:56:40,24.7,34.5
846,2026-05-1812:56:45,24.7,34.6
847,2026-05-1812:56:53,24.7,34.6
848,2026-05-1812:56:59,24.7,34.6
849,2026-05-1812:57:06,24.7,34.6
850,2026-05-1812:57:12,24.7,34.6
851,2026-05-1812:57:19,24.7,34.5
852,2026-05-1812:57:26,24.7,34.6
853,2026-05-1812:57:33,24.7,34.6
854,2026-05-1812:57:39,24.7,34.6
855,2026-05-1812:57:46,24.7,34.6
856,2026-05-1812:57:53,24.7,34.6
857,2026-05-1812:58:00,24.7,34.6
858,2026-05-1812:58:07,24.7,34.6
859,2026-05-1812:58:14,24.7,34.6
860,2026-05-1812:58:21,24.7,34.6
861,2026-05-1812:58:28,24.7,34.6
862,2026-05-1812:58:35,24.7,34.6
863,2026-05-1812:58:42,24.7,34.7
864,2026-05-1812:58:48,24.7,34.7
865,2026-05-1812:58:55,24.7,34.7
866,2026-05-1812:59:02,24.7,34.7
867,2026-05-1812:59:09,24.7,34.7
868,2026-05-1812:59:16,24.7,34.7
869,2026-05-1812:59:24,24.7,34.6
870,2026-05-1812:59:30,24.7,34.7
871,2026-05-1812:59:37,24.7,34.7
872,2026-05-1812:59:44,24.7,34.7
873,2026-05-1812:59:51,24.7,34.7
874,2026-05-1812:59:58,24.7,34.7
875,2026-05-1813:00:05,24.7,34.7
876,2026-05-1813:00:12,24.7,34.7
877,2026-05-1813:00:19,24.7,34.8
878,2026-05-1813:00:26,24.7,34.8
879,2026-05-1813:00:33,24.7,34.7
880,2026-05-1813:00:40,24.7,34.7
881,2026-05-1813:00:47,24.7,34.7
882,2026-05-1813:00:54,24.7,34.8
883,2026-05-1813:01:01,24.7,34.8
884,2026-05-1813:01:08,24.7,34.8
885,2026-05-1813:01:15,24.7,34.8
886,2026-05-1813:01:22,24.7,34.8
887,2026-05-1813:01:29,24.7,34.8
888,2026-05-1813:01:36,24.7,34.8
889,2026-05-1813:01:43,24.7,34.8
890,2026-05-1813:01:53,24.7,34.8
891,2026-05-1813:02:00,24.7,34.8
892,2026-05-1813:02:07,24.7,34.8
893,2026-05-1813:02:14,24.7,34.8
894,2026-05-1813:02:21,24.7,34.8
895,2026-05-1813:02:28,24.7,34.8
896,2026-05-1813:02:35,24.7,34.8
897,2026-05-1813:02:42,24.7,34.7
898,2026-05-1813:02:50,24.7,34.7
899,2026-05-1813:02:57,24.7,34.7
900,2026-05-1813:03:04,24.7,34.7
901,2026-05-1813:03:11,24.7,34.7
902,2026-05-1813:03:18,24.7,34.7
903,2026-05-1813:03:25,24.7,34.6
904,2026-05-1813:03:32,24.7,34.7
905,2026-05-1813:03:39,24.7,34.6
906,2026-05-1813:03:46,24.7,34.7
907,2026-05-1813:03:53,24.7,34.6
908,2026-05-1813:04:01,24.7,34.7
909,2026-05-1813:04:08,24.7,34.7
910,2026-05-1813:04:15,24.7,34.6
911,2026-05-1813:04:22,24.7,34.6
912,2026-05-1813:04:29,24.7,34.7
913,2026-05-1813:04:36,24.7,34.6
914,2026-05-1813:04:43,24.7,34.6
915,2026-05-1813:04:50,24.7,34.6
916,2026-05-1813:04:57,24.7,34.6
917,2026-05-1813:05:04,24.7,34.6
918,2026-05-1813:05:11,24.7,34.6
919,2026-05-1813:05:18,24.7,34.6
920,2026-05-1813:05:26,24.7,34.6
921,2026-05-1813:05:33,24.7,34.6
922,2026-05-1813:05:40,24.7,34.6
923,2026-05-1813:05:47,24.7,34.6
924,2026-05-1813:05:54,24.7,34.7
925,2026-05-1813:06:01,24.7,34.6
926,2026-05-1813:06:08,24.7,34.6
927,2026-05-1813:06:15,24.7,34.6
928,2026-05-1813:06:22,24.7,34.6
929,2026-05-1813:06:30,24.8,34.7
930,2026-05-1813:06:37,24.7,34.7
931,2026-05-1813:06:44,24.7,34.7
932,2026-05-1813:06:51,24.8,34.7
933,2026-05-1813:06:58,24.7,34.7
934,2026-05-1813:07:05,24.7,34.8
935,2026-05-1813:07:12,24.7,34.7
936,2026-05-1813:07:19,24.8,34.8
937,2026-05-1813:07:26,24.7,34.7
938,2026-05-1813:07:33,24.7,34.7
939,2026-05-1813:07:41,24.8,34.7
940,2026-05-1813:07:48,24.7,34.8
941,2026-05-1813:07:55,24.8,34.8
942,2026-05-1813:08:02,24.8,34.7
943,2026-05-1813:08:09,24.8,34.8
944,2026-05-1813:08:16,24.8,34.7
945,2026-05-1813:08:31,24.8,34.7
946,2026-05-1813:09:32,24.8,34.7
947,2026-05-1813:10:33,24.8,34.6
948,2026-05-1813:11:33,24.8,34.6
949,2026-05-1813:12:34,24.8,34.5
950,2026-05-1813:12:58,24.8,34.5
951,2026-05-1813:13:57,24.8,34.4
952,2026-05-1813:14:32,24.8,34.3
953,2026-05-1813:15:33,24.8,34.2
954,2026-05-1813:16:47,24.8,34.1
955,2026-05-1813:17:48,24.8,33.6
956,2026-05-1813:18:49,24.8,33.8
957,2026-05-1813:19:49,24.7,33.8
958,2026-05-1813:20:50,24.7,33.7
959,2026-05-1813:21:50,24.7,33.8
960,2026-05-1813:23:23,24.8,33.7
961,2026-05-1813:24:10,24.7,33.5
962,2026-05-1813:25:11,24.7,33.6
963,2026-05-1813:26:12,24.7,33.6
964,2026-05-1813:27:13,24.7,33.6
965,2026-05-1813:28:13,24.7,33.5
966,2026-05-1813:29:13,24.7,33.3
967,2026-05-1813:30:14,24.7,33.0
968,2026-05-1813:31:15,24.6,32.8
969,2026-05-1813:32:15,24.5,33.2
970,2026-05-1813:33:16,24.5,33.5
971,2026-05-1813:34:17,24.5,33.9
972,2026-05-1813:35:19,24.4,34.2
973,2026-05-1813:36:18,24.4,34.0
974,2026-05-1813:37:18,24.4,33.9
975,2026-05-1813:38:19,24.4,33.4
976,2026-05-1813:39:20,24.4,33.5
977,2026-05-1813:40:20,24.4,33.3
978,2026-05-1813:41:21,24.4,33.6
979,2026-05-1813:42:21,24.4,33.1
980,2026-05-1813:43:22,24.3,33.5
981,2026-05-1813:44:23,24.3,33.5
982,2026-05-1813:45:23,24.3,33.5
983,2026-05-1813:46:24,24.3,33.5
984,2026-05-1813:51:09,24.2,34.2
985,2026-05-1813:52:09,24.3,33.6
986,2026-05-1813:52:38,24.3,33.3
987,2026-05-1813:53:38,24.3,33.4
988,2026-05-1813:54:39,24.3,33.4
989,2026-05-1813:55:39,24.4,33.4
990,2026-05-1813:56:40,24.3,33.3
991,2026-05-1813:57:40,24.3,33.2
992,2026-05-1813:58:41,24.3,33.4
993,2026-05-1813:59:41,24.3,33.3
994,2026-05-1814:00:42,24.4,33.3
995,2026-05-1814:01:43,24.3,33.5
996,2026-05-1814:02:43,24.3,33.6
997,2026-05-1814:03:44,24.3,33.7
998,2026-05-1814:04:45,24.3,33.8
999,2026-05-1814:05:45,24.3,33.8
1000,2026-05-1814:08:54,24.3,33.9
1001,2026-05-1814:09:54,24.4,34.1
1002,2026-05-1814:10:55,24.4,34.2
1003,2026-05-1814:11:55,24.4,34.2
1004,2026-05-1814:12:56,24.4,34.2
1005,2026-05-1814:13:57,24.5,34.3
1006,2026-05-1814:14:57,24.5,34.4
1007,2026-05-1814:15:58,24.5,34.5
1008,2026-05-1814:16:37,24.5,34.4
1009,2026-05-1814:17:37,24.5,34.5
1010,2026-05-1814:18:38,24.5,34.5
1011,2026-05-1814:19:39,24.5,34.5
1012,2026-05-1814:20:39,24.5,34.5
1013,2026-05-1814:21:40,24.5,34.4
1014,2026-05-1814:22:41,24.5,34.3
1015,2026-05-1814:23:41,24.5,34.2
1016,2026-05-1814:24:42,24.5,34.3
1017,2026-05-1814:25:42,24.5,34.2
1018,2026-05-1814:26:43,24.5,34.2
1019,2026-05-1814:27:43,24.5,34.1
1020,2026-05-1814:28:44,24.5,34.1
1021,2026-05-1814:29:45,24.5,34.2
1022,2026-05-1814:30:45,24.5,34.2
1023,2026-05-1814:31:46,24.5,34.2
1024,2026-05-1814:32:47,24.5,33.9
1025,2026-05-1814:33:47,24.5,33.8
1026,2026-05-1814:34:48,24.5,33.8
1027,2026-05-1814:36:58,24.4,33.8
1111,2026-06-0108:25:49,26.0,48.9
1112,2026-06-0108:26:00,26.2,47.9
1113,2026-06-0108:26:10,26.2,47.7
1114,2026-06-0108:26:21,26.1,47.6
1115,2026-06-0108:26:32,26.2,47.5
1116,2026-06-0108:26:42,26.2,47.6
1117,2026-06-0108:26:53,26.2,47.6
1118,2026-06-0108:27:03,26.2,47.4
1119,2026-06-0108:27:14,26.2,47.3
11110,2026-06-0108:27:25,26.2,47.2
11111,2026-06-0108:27:35,26.2,47.4
11112,2026-06-0108:27:46,26.2,47.5
11113,2026-06-0108:27:56,26.2,47.5
11114,2026-06-0108:28:07,26.2,47.6
11115,2026-06-0108:28:18,26.3,47.6
11116,2026-06-0108:28:28,26.3,47.6
11117,2026-06-0108:28:39,26.3,47.8
11118,2026-06-0108:28:49,26.3,47.8
11119,2026-06-0108:29:00,26.3,47.8
11120,2026-06-0108:29:11,26.3,47.8
11121,2026-06-0108:29:21,26.3,47.8
11122,2026-06-0108:29:32,26.3,47.8
11123,2026-06-0108:29:43,26.3,47.8
11124,2026-06-0108:29:53,26.3,47.9
11125,2026-06-0108:30:04,26.3,47.8
11126,2026-06-0108:30:14,26.3,47.9
11127,2026-06-0108:30:25,26.3,47.9
11128,2026-06-0108:30:36,26.3,47.9
11129,2026-06-0108:30:46,26.3,47.9
11130,2026-06-0108:30:57,26.4,47.9
11131,2026-06-0108:31:07,26.4,47.9
11132,2026-06-0108:31:18,26.4,47.9
11133,2026-06-0108:31:29,26.4,47.8
11134,2026-06-0108:31:39,26.4,47.9
11135,2026-06-0108:31:50,26.4,47.8
11136,2026-06-0108:32:00,26.4,47.8
11137,2026-06-0108:32:11,26.4,47.7
11138,2026-06-0108:32:22,26.4,47.7
11139,2026-06-0108:32:32,26.4,47.7
11140,2026-06-0108:32:43,26.5,47.7
11141,2026-06-0108:32:53,26.4,47.6
11142,2026-06-0108:33:04,26.4,47.7
11143,2026-06-0108:33:15,26.4,47.6
11144,2026-06-0108:33:25,26.5,47.6
11145,2026-06-0108:33:36,26.4,47.6
11146,2026-06-0108:33:46,26.5,47.6
11147,2026-06-0108:33:57,26.5,47.5
11148,2026-06-0108:34:08,26.5,47.5
11149,2026-06-0108:34:18,26.5,47.4
11150,2026-06-0108:34:29,26.5,47.4
11151,2026-06-0108:34:40,26.5,47.4
11152,2026-06-0108:34:50,26.5,47.4
11153,2026-06-0108:35:01,26.5,47.3
11154,2026-06-0108:35:11,26.5,47.3
11155,2026-06-0108:35:22,26.5,47.4
11156,2026-06-0108:35:32,26.5,47.3
11157,2026-06-0108:35:43,26.5,47.4
11158,2026-06-0108:35:54,26.5,47.3
11159,2026-06-0108:36:04,26.5,47.3
11160,2026-06-0108:36:15,26.5,47.2
11161,2026-06-0108:36:26,26.5,47.1
11162,2026-06-0108:36:36,26.5,47.1
11163,2026-06-0108:36:47,26.6,47.1
11164,2026-06-0108:36:57,26.6,47.1
11165,2026-06-0108:37:08,26.6,47.2
11166,2026-06-0108:37:18,26.6,47.0
11167,2026-06-0108:37:29,26.6,47.0
11168,2026-06-0108:37:40,26.6,47.0
11169,2026-06-0108:37:50,26.6,47.0
11170,2026-06-0108:38:01,26.6,47.1
11171,2026-06-0108:38:12,26.6,47.2
11172,2026-06-0108:38:22,26.6,47.4
11173,2026-06-0108:38:33,26.6,47.3
11174,2026-06-0108:38:43,26.6,47.2
11175,2026-06-0108:38:54,26.6,47.3
11176,2026-06-0108:39:04,26.6,47.2
11177,2026-06-0108:39:15,26.6,47.3
11178,2026-06-0108:39:26,26.6,47.2
11179,2026-06-0108:39:36,26.6,47.0
11180,2026-06-0108:39:47,26.6,46.5
11181,2026-06-0108:39:58,26.6,46.3
11182,2026-06-0108:40:08,26.6,46.0
11183,2026-06-0108:40:19,26.6,45.9
11184,2026-06-0108:40:29,26.7,45.9
11185,2026-06-0108:40:40,26.6,45.8
11186,2026-06-0108:40:51,26.7,45.9
11187,2026-06-0108:41:01,26.6,45.9
11188,2026-06-0108:41:12,26.7,46.0
11189,2026-06-0108:41:22,26.6,46.0
11190,2026-06-0108:41:33,26.7,46.1
11191,2026-06-0108:41:44,26.7,46.2
11192,2026-06-0108:41:54,26.7,46.2
11193,2026-06-0108:42:05,26.7,46.0
11194,2026-06-0108:42:15,26.7,45.9
11195,2026-06-0108:42:26,26.7,45.8
11196,2026-06-0108:42:37,26.7,45.7
11197,2026-06-0108:42:47,26.7,45.7
11198,2026-06-0108:42:58,26.7,45.7
11199,2026-06-0108:43:08,26.7,45.8
111100,2026-06-0108:43:19,26.7,45.
111101,2026-06-0108:43:30,26.7,45.5
111102,2026-06-0108:43:40,26.7,45.4
111103,2026-06-0108:44:14,26.7,45.5
111104,2026-06-0108:44:25,26.7,45.7
111105,2026-06-0108:44:35,26.7,45.8
111106,2026-06-0108:44:46,26.7,45.9
111107,2026-06-0108:44:56,26.7,46.0
111108,2026-06-0108:45:07,26.7,46.0
111109,2026-06-0108:45:18,26.7,46.0
111110,2026-06-0108:45:28,26.7,46.1
111111,2026-06-0108:45:39,26.7,46.1
111112,2026-06-0108:45:49,26.7,46.2
111113,2026-06-0108:46:00,26.7,46.2
111114,2026-06-0108:46:11,26.7,46.1
111115,2026-06-0108:46:21,26.7,46.1
111116,2026-06-0108:46:32,26.7,46.2
111117,2026-06-0108:46:42,26.7,46.2
111118,2026-06-0108:46:53,26.8,46.2
111119,2026-06-0108:47:04,26.7,46.3
111120,2026-06-0108:47:14,26.7,46.3
111121,2026-06-0108:47:25,26.8,46.2
111122,2026-06-0108:47:36,26.7,45.9
111123,2026-06-0108:47:46,26.7,45.9
111124,2026-06-0108:47:57,26.8,45.9
111125,2026-06-0108:48:07,26.7,46.0
111126,2026-06-0108:48:18,26.8,46.0
111127,2026-06-0108:48:29,26.8,46.1
111128,2026-06-0108:48:39,26.8,46.0
111129,2026-06-0108:48:50,26.8,46.0
111130,2026-06-0108:49:00,26.8,45.9
111131,2026-06-0108:49:11,26.8,45.9
111132,2026-06-0108:49:22,26.8,45.9
111133,2026-06-0108:49:32,26.8,45.9
111134,2026-06-0108:49:43,26.8,46.0
111135,2026-06-0108:49:53,26.8,46.0
111136,2026-06-0108:50:04,26.8,45.9
111137,2026-06-0108:50:15,26.8,46.0
111138,2026-06-0108:50:25,26.8,45.9
111139,2026-06-0108:50:36,26.8,45.8
111140,2026-06-0108:50:46,26.8,45.9
111141,2026-06-0108:55:04,26.9,45.9
111142,2026-06-0108:55:14,26.9,45.9
111143,2026-06-0108:55:24,26.9,45.9
111144,2026-06-0108:55:35,26.9,45.9
111145,2026-06-0108:55:45,26.9,46.0
111146,2026-06-0108:55:55,27.0,45.9
111147,2026-06-0108:56:05,26.9,45.8
111148,2026-06-0109:08:33,26.9,44.9
111149,2026-06-0109:08:43,30.1,37.8
111150,2026-06-0109:08:54,30.1,37.8
111151,2026-06-0109:09:04,30.2,37.7
111152,2026-06-0109:09:15,30.3,37.6
111153,2026-06-0109:09:26,30.3,38.0
111154,2026-06-0109:09:36,30.3,37.8
111155,2026-06-0109:09:47,30.4,38.0
111156,2026-06-0109:09:57,30.4,38.1
111157,2026-06-0109:10:08,30.5,37.6
111158,2026-06-0109:10:19,30.5,37.2
111159,2026-06-0109:10:29,30.5,37.0
111160,2026-06-0109:10:40,30.6,36.9
111161,2026-06-0109:10:50,30.6,36.8
111162,2026-06-0109:11:01,30.6,36.9
111163,2026-06-0109:11:12,30.7,37.1
111164,2026-06-0109:11:22,30.7,37.0
111165,2026-06-0109:11:33,30.7,37.0
111166,2026-06-0109:11:43,30.7,37.5
111167,2026-06-0109:11:54,30.8,37.4
111168,2026-06-0109:12:05,30.8,37.5
111169,2026-06-0109:12:15,30.8,37.5
111170,2026-06-0109:12:26,30.8,37.0
111171,2026-06-0109:12:37,30.8,36.9
111172,2026-06-0109:12:47,30.9,36.7
111173,2026-06-0109:12:58,30.9,36.6
111174,2026-06-0109:13:08,30.9,36.6
111175,2026-06-0109:13:19,31.0,36.7
111176,2026-06-0109:13:30,31.0,37.4
111177,2026-06-0109:13:40,31.0,37.1
111178,2026-06-0109:13:51,31.0,37.0
111179,2026-06-0109:14:01,31.1,37.0
111180,2026-06-0109:14:12,31.1,36.9
111181,2026-06-0109:14:22,31.1,36.8
111182,2026-06-0109:14:33,31.1,36.7
111183,2026-06-0109:14:44,31.1,36.7
111184,2026-06-0109:14:54,31.1,36.6
111185,2026-06-0109:15:05,31.1,36.7
111186,2026-06-0109:15:16,31.0,37.4
111187,2026-06-0109:15:26,30.9,37.3
111188,2026-06-0109:15:37,30.9,37.4
111189,2026-06-0109:15:47,30.8,37.4
111190,2026-06-0109:15:58,30.7,37.4
111191,2026-06-0109:16:09,30.6,37.6
111192,2026-06-0109:16:19,30.5,37.7
111193,2026-06-0109:16:30,30.4,37.8
111194,2026-06-0109:16:40,30.3,38.0
111195,2026-06-0109:16:51,30.2,38.0
111196,2026-06-0109:17:02,30.1,38.1
111197,2026-06-0109:17:12,30.0,38.3
111198,2026-06-0109:17:23,29.9,38.5
111199,2026-06-0109:17:33,29.8,39.1
111200,2026-06-0109:17:44,29.6,39.4
111201,2026-06-0109:17:55,29.6,39.6
111202,2026-06-0109:18:05,29.5,39.8
111203,2026-06-0109:18:16,29.4,40.0
111204,2026-06-0109:18:27,29.3,40.1
111205,2026-06-0109:18:37,29.2,40.2
111206,2026-06-0109:18:48,29.1,40.4
111207,2026-06-0109:18:58,29.0,40.5
111208,2026-06-0109:19:09,28.9,40.5
111209,2026-06-0109:19:20,28.8,40.7
111210,2026-06-0109:19:30,28.8,40.8
111211,2026-06-0109:19:41,28.7,41.0
111212,2026-06-0109:19:51,28.6,41.1
111213,2026-06-0109:20:02,28.6,41.2
111214,2026-06-0109:20:13,28.5,41.3
111215,2026-06-0109:20:23,28.4,41.4
111216,2026-06-0109:20:34,28.4,41.5
111217,2026-06-0109:20:44,28.3,41.7
111218,2026-06-0109:20:55,28.2,41.8
111219,2026-06-0109:21:05,28.2,41.9
111220,2026-06-0111:49:08,26.7,44.4
111221,2026-06-0111:49:18,26.8,44.5
111222,2026-06-0111:49:29,26.8,44.5
111223,2026-06-0111:49:39,26.8,44.5
111224,2026-06-0111:49:49,26.7,44.5
111225,2026-06-0111:49:59,26.7,44.6
111226,2026-06-0111:50:10,26.7,44.6
111227,2026-06-0111:50:20,26.7,44.6
111228,2026-06-0111:50:30,26.7,44.7
111229,2026-06-0111:50:41,26.7,44.7
111230,2026-06-0111:50:51,26.7,44.7
111231,2026-06-0111:51:01,26.7,44.7
